Tere Liye,"""Dil Dhapaak""",Jeet-Pritam,Sonu Nigam
Tere Liye,"""Tere Liye (Title Track)""",Jeet-Pritam,Sonu Nigam
Tere Liye,"""Suno Piya""",Jeet-Pritam,"Sonu Nigam, Kavita Krishnamurthy"
Tere Liye,"""Chikna Ajnabi""",Jeet-Pritam,"Sonu Nigam, Kavita Krishnamurthy"
Tere Liye,"""Tere Liye (Sad)""",Jeet-Pritam,"Sonu Nigam, K. K."
Tere Liye,"""Halka Halka Paani""",Jeet-Pritam,"Sonu Nigam, Jaspinder Narula"
Tere Liye,"""Tanha Hoon Yaara""",Jeet-Pritam,Hariharan
Tere Liye,"""Jee Lenge""",Jeet-Pritam,"Sonu Nigam, Kavita Krishnamurthy, K. K., Swastika"
Tere Liye,"""Dil Dhapaak (Remix)""",Jeet-Pritam,Sonu Nigam
Mere Yaar Ki Shaadi Hai,"""Ek Ladki""",Udit Narayan & Alka Yagnik,05:37
Mere Yaar Ki Shaadi Hai,"""Humne Suna Hai""","Udit Narayan, Alka Yagnik, Sudesh Bhonsle & Jaspinder Narula",05:01
Mere Yaar Ki Shaadi Hai,"""Sharara""",Sonu Nigam & Asha Bhosle,04:56
Mere Yaar Ki Shaadi Hai,"""Jaage Jaage (Resham Si Hai Yeh)""","Sonu Nigam, Alka Yagnik & Udit Narayan",05:38
Mere Yaar Ki Shaadi Hai,"""Hum Dono Jaise Kaun Yahan""",KK & Sunidhi Chauhan,05:41
Mere Yaar Ki Shaadi Hai,"""Mere Yaar Ki Shaadi Hai""","Udit Narayan, Sonu Nigam & Alka Yagnik",05:41
Mere Yaar Ki Shaadi Hai,"""Mere Yaar Ki Shaadi Hai (Version 2)""",Sonu Nigam & Shweta Pandit,01:19
Stumped,"""Humko Toh Hai Poora Yakeen""","Anindita Paul, KK, Shaan, Sagarika Mukherjee, Shankar Mahadevan, Shraddha Pandit, Shubha Mudgal, Shweta Pandit, Shweta Shetty, Sunidhi Chauhan, Sudesh Bhosle",4:34
Stumped,"""Stumped""",Sonu Nigam,4:10
Stumped,"""Aise Hi Bada Hua Gavaskar""","KK, Shaan, Pritam, Anjan Shrivastava",4:31
Stumped,"""Ek Sapna (Slow Version)""",Shashwati Phukan,5:16
Stumped,"""Sona Chandi""",Rakesh Pandit,4:05
Stumped,"""Humko Toh Hai Poora Yakeen (Remix)""","Anindita Paul, KK, Shaan, Sagarika Mukherjee, Shankar Mahadevan, Shraddha Pandit, Shubha Mudgal, Shweta Pandit, Shweta Shetty, Sunidhi Chauhan, Sudesh Bhosle",4:34
Stumped,"""Ek Sapna (Remix)""",Kalpana Patowary,5:16
Stumped,"""Yeh Desh Hai Veer Jawano Ka""",Gurdas Maan,3:21
Stumped,"""Naam Apna"" (Hidden Track)",Zubeen Garg,Zubeen Garg,5:55
Stumped,"""Tanha Dil"" (Hidden Track)",Shaan,Shaan,4:55
Stumped,45:24
Mudda – The Issue,"""Khwabon Ki (male version)""",Saurabh Shukla,Hariharan Zubeen Garg,5:26
Mudda – The Issue,"""Khwabon Ki (female version)""",Saurabh Shukla,Kavita Krishnamurthy Zubeen Garg,5:27
Mudda – The Issue,"""Kaise Main Kahoon""",Sanjay Swami,Sumeet Kumar,6:17
Mudda – The Issue,"""Deewangee""",Chandrani Gannguli,Sumeet Kumar,6:06
Mudda – The Issue,"""Kutta Kaate""",Saurabh Shukla,"Sonu Nigam, Saurabh Shukla",4:02
Mudda – The Issue,"""Godanva""",Saurabh Shukla,"Arun Bakshi, Poornima",5:29
Mudda – The Issue,"""Sapne Saare""",Saurabh Shukla,Zubeen Garg,4:13
